frontier_seq,candidate_count,actual_node_id,actual_next_use,belady_node_id,belady_next_use,actual_block_count,belady_block_count,same_choice
730,1,3,,3,,1,1,True
732,1,2,,2,,209,209,True
827,18,4,,4,,210,210,True
829,17,75,,75,,1,1,True
831,17,19,,19,,16,16,True
833,16,76,,76,,1,1,True
835,16,24,,24,,16,16,True
837,15,77,,77,,1,1,True
839,15,39,,39,,16,16,True
908,28,78,,78,,1,1,True
910,28,42,,42,,16,16,True
912,27,79,,79,,1,1,True
914,27,45,,45,,16,16,True
916,26,80,,80,,1,1,True
918,26,51,,51,,16,16,True
920,25,81,,81,,1,1,True
922,25,56,,56,,16,16,True
924,24,82,,82,,1,1,True
926,24,62,,62,,16,16,True
928,23,83,,83,,1,1,True
930,23,64,,64,,16,16,True
932,22,84,,84,,1,1,True
934,22,67,,67,,16,16,True
936,21,85,,85,,1,1,True
938,21,68,,68,,16,16,True
940,20,23,,23,,9,9,True
942,20,18,,18,,8,8,True
944,19,26,,26,,173,173,True
976,19,22,,22,,37,37,True
978,18,86,,86,,1,1,True
980,18,33,,33,,16,16,True
982,17,49,,49,,65,65,True
984,17,40,,40,,145,145,True
1061,16,87,,87,,1,1,True
1063,16,59,,59,,46,46,True
1065,16,50,,50,,163,163,True
1067,15,88,,88,,1,1,True
1069,15,63,,63,,16,16,True
1071,14,6,,6,,210,210,True
1123,13,89,,89,,1,1,True
1125,13,10,,10,,16,16,True
1127,12,90,,90,,1,1,True
1129,12,14,,14,,16,16,True
1131,12,13,,13,,102,102,True
1133,12,7,,7,,91,91,True
1135,11,17,,17,,17,17,True
1137,10,91,,91,,1,1,True
1139,10,21,,21,,16,16,True
1167,9,29,,29,,17,17,True
1169,8,92,,92,,1,1,True
1171,8,31,,31,,16,16,True
1173,7,93,,93,,1,1,True
1175,7,38,,38,,16,16,True
1177,6,94,,94,,1,1,True
1179,6,43,,43,,16,16,True
1181,5,95,,95,,1,1,True
1183,5,44,,44,,16,16,True
1185,5,37,,37,,84,84,True
1187,5,15,,15,,109,109,True
1259,4,96,,96,,1,1,True
1261,4,54,,54,,16,16,True
1263,3,97,,97,,1,1,True
1265,3,65,,65,,16,16,True
1267,2,98,,98,,1,1,True
1269,2,66,,66,,16,16,True
1271,2,53,,53,,2,2,True
1273,2,46,,46,,191,191,True
1334,8,99,,99,,1,1,True
1336,8,69,,69,,16,16,True
1338,7,8,,8,,164,164,True
1340,7,5,,5,,46,46,True
1342,6,12,,12,,17,17,True
1344,6,16,,16,,56,56,True
1363,6,9,,9,,137,137,True
1365,5,34,,34,,17,17,True
1367,4,41,,41,,17,17,True
1369,4,58,,58,,25,25,True
1371,4,35,,35,,168,168,True
1385,3,52,,52,,17,17,True
1387,2,55,,55,,17,17,True
1389,2,48,,48,,18,18,True
1391,2,30,,30,,175,175,True
1393,1,61,,61,,1,1,True
1395,1,57,,57,,16,16,True
1497,5,72,,72,,17,17,True
1499,4,137,,137,,1,1,True
1501,4,74,,74,,16,16,True
1503,3,73,,73,,17,17,True
1505,3,70,,70,,193,193,True
1507,2,138,,138,,1,1,True
1509,2,119,,119,,16,16,True
1538,6,20,,20,,130,130,True
1540,6,11,,11,,63,63,True
1542,5,139,,139,,1,1,True
1544,5,125,,125,,16,16,True
1546,4,141,,141,,1,1,True
1548,4,104,,104,,16,16,True
1550,3,142,,142,,1,1,True
1552,3,117,,117,,6,6,True
1554,3,113,,113,,203,203,True
1622,2,143,,143,,1,1,True
1624,2,144,,144,,1,1,True
1626,2,126,,126,,16,16,True
1628,1,120,,120,,16,16,True
1630,1,153,,153,,193,193,True
1755,16,159,,159,,1,1,True
1757,16,105,,105,,16,16,True
1759,16,101,,101,,193,193,True
1761,15,160,,160,,1,1,True
